ID,TIPO PRODUTO,QUANTIDADE (Kg),Nº ONU,Nº PERIGO,CLASSE,RAIO MINIMO,RAIO MAXIMO,RAIO INCENDIO,RISCO EXPLOSAO,OBSERVAÇÕES,ONU_NORM,ONU_LIMPEZA,CLASSE_NORM,CLASSE_LIMPEZA,CLASSE_DESC,PRODUTO_CANON
29,Materia perigosa do ponto de vista do ambiente liquida n.s.a,19750.0,3082,90,9.0,50,,800,True,,3082,ok,9,recuperado major de '9.0' (provável Nº perigo na coluna),9 — Matérias e objetos perigosos diversos,materia perigosa do ponto de vista do ambiente liquida n.s.a
66,Amianto branco,72216.0,2590,90,9.0,50,,800,True,,2590,ok,9,recuperado major de '9.0' (provável Nº perigo na coluna),9 — Matérias e objetos perigosos diversos,amianto branco
67,Diclorometano,530.0,1593,60,6.11,50,100.0,800,True,,1593,ok,6.1,truncado de '6.11' (provável Nº perigo na coluna classe),6.1 — Matérias tóxicas,diclorometano
68,Aerossois,10000.0,1950,26,2.0,100,500.0,800,True,,1950,ok,2,recuperado major de '2.0' (provável Nº perigo na coluna),2 — Gases,aerossois
69,Amianto branco,54000.0,2590,90,9.0,50,,800,True,,2590,ok,9,recuperado major de '9.0' (provável Nº perigo na coluna),9 — Matérias e objetos perigosos diversos,amianto branco
70,Aerossois,13000.0,1950,26,2.0,100,500.0,800,True,,1950,ok,2,recuperado major de '2.0' (provável Nº perigo na coluna),2 — Gases,aerossois
71,Adesivos contendo um liquido inflamavel,16000.0,1133,33,3.0,50,300.0,800,True,,1133,ok,3,recuperado major de '3.0' (provável Nº perigo na coluna),3 — Líquidos inflamáveis,adesivos contendo um liquido inflamavel
72,Adesivos contendo um liquido inflamavel,6400.0,1133,33,3.0,50,300.0,800,True,,1133,ok,3,recuperado major de '3.0' (provável Nº perigo na coluna),3 — Líquidos inflamáveis,adesivos contendo um liquido inflamavel
73,Aerossois,13400.0,1950,263,2.0,100,500.0,800,True,,1950,ok,2,recuperado major de '2.0' (provável Nº perigo na coluna),2 — Gases,aerossois
74,Peroxido de hidrogenio em solucao aquosa estabilizado,92000.0,2015,559,5.1,50,,800,True,,2015,ok,5.1,ok,5.1 — Matérias comburentes,peroxido de hidrogenio em solucao aquosa estabilizado
75,Aerossois,13400.0,1950,263,2.0,100,500.0,800,True,,1950,ok,2,recuperado major de '2.0' (provável Nº perigo na coluna),2 — Gases,aerossois
76,Aerossois,13500.0,1950,263,2.0,100,500.0,800,True,,1950,ok,2,recuperado major de '2.0' (provável Nº perigo na coluna),2 — Gases,aerossois
77,Tintas ou materias aparentadas as tintas,2300.0,1263,33,3.0,50,300.0,800,True,,1263,ok,3,recuperado major de '3.0' (provável Nº perigo na coluna),3 — Líquidos inflamáveis,tintas ou materias aparentadas as tintas
77,Liquido inflamavel toxico n.s.a.,100.0,1992,33,3.0,50,,800,True,,1992,ok,3,recuperado major de '3.0' (provável Nº perigo na coluna),3 — Líquidos inflamáveis,liquido inflamavel toxico n.s.a.
78,Resina em solucao,2361.0,1866,33,3.0,50,300.0,800,True,,1866,ok,3,recuperado major de '3.0' (provável Nº perigo na coluna),3 — Líquidos inflamáveis,resina em solucao
79,Hexafluoreto de enxofre,3000.0,1080,20,2.0,100,500.0,800,False,,1080,ok,2,recuperado major de '2.0' (provável Nº perigo na coluna),2 — Gases,hexafluoreto de enxofre
80,Ferro-silicio,26000.0,1408,462,4.3,50,,800,True,,1408,ok,4.3,ok,4.3 — Em contacto c/ água libertam gases inflamáveis,ferro-silicio
81,Ferro-silicio,26000.0,1408,462,4.3,50,,800,True,,1408,ok,4.3,ok,4.3 — Em contacto c/ água libertam gases inflamáveis,ferro-silicio
82,Aerossois,21392.0,1950,263,2.0,100,500.0,800,True,,1950,ok,2,recuperado major de '2.0' (provável Nº perigo na coluna),2 — Gases,aerossois
83,Tintas ou materias aparentadas as tintas,15558.0,1263,30,3.0,50,300.0,800,True,,1263,ok,3,recuperado major de '3.0' (provável Nº perigo na coluna),3 — Líquidos inflamáveis,tintas ou materias aparentadas as tintas
84,Cloro,12000.0,1017,268,2.0,100,,800,False,,1017,ok,2,recuperado major de '2.0' (provável Nº perigo na coluna),2 — Gases,cloro
85,Resina em solucao,2202.0,1866,30,3.0,50,300.0,800,True,,1866,ok,3,recuperado major de '3.0' (provável Nº perigo na coluna),3 — Líquidos inflamáveis,resina em solucao
86,Tintas ou materias aparentadas as tintas,,1263,30 ou 33,3.0,50,300.0,800,True,,1263,ok,3,recuperado major de '3.0' (provável Nº perigo na coluna),3 — Líquidos inflamáveis,tintas ou materias aparentadas as tintas
86,Hidrocarbonetos liquidos n.s.a.,,3295,30,3.0,50,300.0,800,True,,3295,ok,3,recuperado major de '3.0' (provável Nº perigo na coluna),3 — Líquidos inflamáveis,hidrocarbonetos liquidos n.s.a.
87,Aerossois,26734.0,1950,263,2.0,100,500.0,800,True,,1950,ok,2,recuperado major de '2.0' (provável Nº perigo na coluna),2 — Gases,aerossois
88,Adesivos contendo um liquido inflamavel,7800.0,1133,33,3.0,50,300.0,800,True,,1133,ok,3,recuperado major de '3.0' (provável Nº perigo na coluna),3 — Líquidos inflamáveis,adesivos contendo um liquido inflamavel
89,Adesivos contendo um liquido inflamavel,7194.0,1133,33,3.0,50,300.0,800,True,,1133,ok,3,recuperado major de '3.0' (provável Nº perigo na coluna),3 — Líquidos inflamáveis,adesivos contendo um liquido inflamavel
90,Amianto branco,126378.0,2590,90,9.0,50,,800,True,,2590,ok,9,recuperado major de '9.0' (provável Nº perigo na coluna),9 — Matérias e objetos perigosos diversos,amianto branco
91,Aerossois,26784.0,1950,26,2.0,100,500.0,800,True,,1950,ok,2,recuperado major de '2.0' (provável Nº perigo na coluna),2 — Gases,aerossois
92,Materia perigosa do ponto de vista do ambiente liquida n.s.a,8875.0,3082,90,9.0,50,,800,True,,3082,ok,9,recuperado major de '9.0' (provável Nº perigo na coluna),9 — Matérias e objetos perigosos diversos,materia perigosa do ponto de vista do ambiente liquida n.s.a
93,Aerossois,14000.0,1950,26,2.0,100,500.0,800,True,,1950,ok,2,recuperado major de '2.0' (provável Nº perigo na coluna),2 — Gases,aerossois
94,Hidroxido de sodio solido,40000.0,1823,80,8.0,50,,800,True,,1823,ok,8,recuperado major de '8.0' (provável Nº perigo na coluna),8 — Matérias corrosivas,hidroxido de sodio solido
95,Amianto branco,18050.0,2590,90,9.0,50,,800,True,,2590,ok,9,recuperado major de '9.0' (provável Nº perigo na coluna),9 — Matérias e objetos perigosos diversos,amianto branco
96,Aerossois,8000.0,1950,26,2.0,100,500.0,800,True,,1950,ok,2,recuperado major de '2.0' (provável Nº perigo na coluna),2 — Gases,aerossois
97,Adesivos contendo um liquido inflamavel,14842.0,1133,33,3.0,50,300.0,800,True,,1133,ok,3,recuperado major de '3.0' (provável Nº perigo na coluna),3 — Líquidos inflamáveis,adesivos contendo um liquido inflamavel
98,Amianto branco,54150.0,2590,90,9.0,50,,800,True,,2590,ok,9,recuperado major de '9.0' (provável Nº perigo na coluna),9 — Matérias e objetos perigosos diversos,amianto branco
99,Tintas ou materias aparentadas as tintas,18660.0,1263,33,3.0,50,300.0,800,True,,1263,ok,3,recuperado major de '3.0' (provável Nº perigo na coluna),3 — Líquidos inflamáveis,tintas ou materias aparentadas as tintas
100,Tintas ou materias aparentadas as tintas,15060.0,1263,33,3.0,50,300.0,800,True,,1263,ok,3,recuperado major de '3.0' (provável Nº perigo na coluna),3 — Líquidos inflamáveis,tintas ou materias aparentadas as tintas
101,Aerossois,27062.0,1950,26,2.0,100,500.0,800,True,,1950,ok,2,recuperado major de '2.0' (provável Nº perigo na coluna),2 — Gases,aerossois
102,Amianto branco,72200.0,2590,90,9.0,50,,800,True,,2590,ok,9,recuperado major de '9.0' (provável Nº perigo na coluna),9 — Matérias e objetos perigosos diversos,amianto branco
103,Amianto branco,198550.0,2590,90,9.0,50,,800,True,,2590,ok,9,recuperado major de '9.0' (provável Nº perigo na coluna),9 — Matérias e objetos perigosos diversos,amianto branco
104,Hidroxido de sodio solido,40000.0,1823,80,8.0,50,,800,True,,1823,ok,8,recuperado major de '8.0' (provável Nº perigo na coluna),8 — Matérias corrosivas,hidroxido de sodio solido
105,Resina em solucao,7826.0,1866,30,3.0,50,300.0,800,True,,1866,ok,3,recuperado major de '3.0' (provável Nº perigo na coluna),3 — Líquidos inflamáveis,resina em solucao
143,Resina em solucao,44940.0,1866,30,3.0,50,300.0,800,True,,1866,ok,3,recuperado major de '3.0' (provável Nº perigo na coluna),3 — Líquidos inflamáveis,resina em solucao
143,Adesivos contendo um liquido inflamavel,8870.0,1133,30,3.0,50,300.0,800,True,,1133,ok,3,recuperado major de '3.0' (provável Nº perigo na coluna),3 — Líquidos inflamáveis,adesivos contendo um liquido inflamavel
144,Aerossois,17360.0,1950,26,2.0,100,500.0,800,True,,1950,ok,2,recuperado major de '2.0' (provável Nº perigo na coluna),2 — Gases,aerossois
145,Resina em solucao,12612.0,1866,30,3.0,50,300.0,800,True,,1866,ok,3,recuperado major de '3.0' (provável Nº perigo na coluna),3 — Líquidos inflamáveis,resina em solucao
146,Aerossois,4000.0,1950,26,2.0,100,500.0,800,True,,1950,ok,2,recuperado major de '2.0' (provável Nº perigo na coluna),2 — Gases,aerossois
147,Resina em solucao,8404.0,1866,30,3.0,50,300.0,800,True,,1866,ok,3,recuperado major de '3.0' (provável Nº perigo na coluna),3 — Líquidos inflamáveis,resina em solucao
148,Cloro,24000.0,1017,268,2.0,100,,800,False,,1017,ok,2,recuperado major de '2.0' (provável Nº perigo na coluna),2 — Gases,cloro
149,Liquido inflamavel n.s.a.,7500.0,1993,33,3.0,50,300.0,800,True,,1993,ok,3,recuperado major de '3.0' (provável Nº perigo na coluna),3 — Líquidos inflamáveis,liquido inflamavel n.s.a.
150,Adesivos contendo um liquido inflamavel,9600.0,1133,30 ou 33,3.0,50,300.0,800,True,,1133,ok,3,recuperado major de '3.0' (provável Nº perigo na coluna),3 — Líquidos inflamáveis,adesivos contendo um liquido inflamavel
151,Aerossois,17000.0,1950,26,2.0,100,500.0,800,True,,1950,ok,2,recuperado major de '2.0' (provável Nº perigo na coluna),2 — Gases,aerossois
151,Amianto branco,18000.0,2590,90,9.0,50,,800,True,,2590,ok,9,recuperado major de '9.0' (provável Nº perigo na coluna),9 — Matérias e objetos perigosos diversos,amianto branco
152,Cloro,36000.0,1017,26,2.0,100,,800,False,,1017,ok,2,recuperado major de '2.0' (provável Nº perigo na coluna),2 — Gases,cloro
153,Liquido inflamavel n.s.a.,300.0,1993,30 ou 33,3.0,50,300.0,800,True,,1993,ok,3,recuperado major de '3.0' (provável Nº perigo na coluna),3 — Líquidos inflamáveis,liquido inflamavel n.s.a.
154,Aerossois,17000.0,1950,26,2.0,100,500.0,800,True,,1950,ok,2,recuperado major de '2.0' (provável Nº perigo na coluna),2 — Gases,aerossois
155,Adesivos contendo um liquido inflamavel,1600.0,1133,30 ou 33,3.0,50,300.0,800,True,,1133,ok,3,recuperado major de '3.0' (provável Nº perigo na coluna),3 — Líquidos inflamáveis,adesivos contendo um liquido inflamavel
156,Cloro,36000.0,1017,26,2.0,100,,800,False,,1017,ok,2,recuperado major de '2.0' (provável Nº perigo na coluna),2 — Gases,cloro
157,Amianto branco,54162.0,2590,90,9.0,50,,800,True,,2590,ok,9,recuperado major de '9.0' (provável Nº perigo na coluna),9 — Matérias e objetos perigosos diversos,amianto branco
158,Diclorometano,16125.0,1593,60,6.1,50,100.0,800,True,,1593,ok,6.1,ok,6.1 — Matérias tóxicas,diclorometano
158,Metilisobutilcetona,1430.0,1245,33,3.0,50,300.0,800,True,,1245,ok,3,recuperado major de '3.0' (provável Nº perigo na coluna),3 — Líquidos inflamáveis,metilisobutilcetona
158,Adesivos contendo um liquido inflamavel,16000.0,1133,30,3.0,50,300.0,800,True,,1133,ok,3,recuperado major de '3.0' (provável Nº perigo na coluna),3 — Líquidos inflamáveis,adesivos contendo um liquido inflamavel
159,Aerossois,17000.0,1950,26,2.0,100,500.0,800,True,,1950,ok,2,recuperado major de '2.0' (provável Nº perigo na coluna),2 — Gases,aerossois
160,Aerossois,17000.0,1950,26,2.0,100,500.0,800,True,,1950,ok,2,recuperado major de '2.0' (provável Nº perigo na coluna),2 — Gases,aerossois
161,Tintas ou materias aparentadas as tintas,2400.0,1263,33,3.0,50,300.0,800,True,,1263,ok,3,recuperado major de '3.0' (provável Nº perigo na coluna),3 — Líquidos inflamáveis,tintas ou materias aparentadas as tintas
162,Amianto branco,54162.0,2590,90,9.0,50,,800,True,,2590,ok,9,recuperado major de '9.0' (provável Nº perigo na coluna),9 — Matérias e objetos perigosos diversos,amianto branco
163,Aerossois,17313.0,1950,26,2.0,100,500.0,800,True,,1950,ok,2,recuperado major de '2.0' (provável Nº perigo na coluna),2 — Gases,aerossois
163,Clorato de potassio,2000.0,1485,50,5.1,50,100.0,800,True,,1485,ok,5.1,ok,5.1 — Matérias comburentes,clorato de potassio
164,Cloro,24000.0,1017,26,2.0,100,,800,False,"24 cilindros, 12 por contentor",1017,ok,2,recuperado major de '2.0' (provável Nº perigo na coluna),2 — Gases,cloro
164,Adesivos contendo um liquido inflamavel,17234.0,1133,30 ou 33,3.0,50,300.0,800,True,11 volumes,1133,ok,3,recuperado major de '3.0' (provável Nº perigo na coluna),3 — Líquidos inflamáveis,adesivos contendo um liquido inflamavel
164,Resina em solucao,5910.0,1866,30 ou 33,3.0,50,300.0,800,True,10 paletes,1866,ok,3,recuperado major de '3.0' (provável Nº perigo na coluna),3 — Líquidos inflamáveis,resina em solucao
165,Adesivos contendo um liquido inflamavel,8800.0,1133,30,3.0,50,300.0,800,True,,1133,ok,3,recuperado major de '3.0' (provável Nº perigo na coluna),3 — Líquidos inflamáveis,adesivos contendo um liquido inflamavel
166,Etilmetilcetona,18705.0,1193,33,3.0,50,300.0,800,True,,1193,ok,3,recuperado major de '3.0' (provável Nº perigo na coluna),3 — Líquidos inflamáveis,etilmetilcetona
167,Tintas ou materias aparentadas as tintas,24120.0,1263,33,3.0,50,300.0,800,True,,1263,ok,3,recuperado major de '3.0' (provável Nº perigo na coluna),3 — Líquidos inflamáveis,tintas ou materias aparentadas as tintas
168,Aerossois,11880.0,1950,26,2.0,100,500.0,800,True,,1950,ok,2,recuperado major de '2.0' (provável Nº perigo na coluna),2 — Gases,aerossois
168,Liquido inflamavel n.s.a.,3300.0,1993,30 ou 33,3.0,50,300.0,800,True,Isopropanol,1993,ok,3,recuperado major de '3.0' (provável Nº perigo na coluna),3 — Líquidos inflamáveis,liquido inflamavel n.s.a.
169,Cloro,36000.0,1017,26,2.0,100,,800,False,,1017,ok,2,recuperado major de '2.0' (provável Nº perigo na coluna),2 — Gases,cloro
170,Aerossois,17313.0,1950,26,2.0,100,500.0,800,True,,1950,ok,2,recuperado major de '2.0' (provável Nº perigo na coluna),2 — Gases,aerossois
171,Etanol em solucao,88220.0,1170,33,3.0,50,300.0,800,True,,1170,ok,3,recuperado major de '3.0' (provável Nº perigo na coluna),3 — Líquidos inflamáveis,etanol em solucao
172,Clorato de potassio,17000.0,1485,50,5.1,50,100.0,800,True,,1485,ok,5.1,ok,5.1 — Matérias comburentes,clorato de potassio
173,Aerossois,12000.0,1950,26,2.0,100,500.0,800,True,,1950,ok,2,recuperado major de '2.0' (provável Nº perigo na coluna),2 — Gases,aerossois
174,Tintas ou materias aparentadas as tintas,24950.0,1263,30,3.0,50,300.0,800,True,,1263,ok,3,recuperado major de '3.0' (provável Nº perigo na coluna),3 — Líquidos inflamáveis,tintas ou materias aparentadas as tintas
175,Aerossois,17300.0,1950,26,2.0,100,500.0,800,True,,1950,ok,2,recuperado major de '2.0' (provável Nº perigo na coluna),2 — Gases,aerossois
176,Aerossois,17300.0,1950,26,2.0,100,500.0,800,True,,1950,ok,2,recuperado major de '2.0' (provável Nº perigo na coluna),2 — Gases,aerossois
106,Aerossois,40400.0,1950,26,2.0,100,500.0,800,True,,1950,ok,2,recuperado major de '2.0' (provável Nº perigo na coluna),2 — Gases,aerossois
107,Aerossois,27054.0,1950,26,2.0,100,500.0,800,True,,1950,ok,2,recuperado major de '2.0' (provável Nº perigo na coluna),2 — Gases,aerossois
108,Amianto branco,72216.0,2590,90,9.0,50,,800,True,,2590,ok,9,recuperado major de '9.0' (provável Nº perigo na coluna),9 — Matérias e objetos perigosos diversos,amianto branco
109,Aerossois,37535.0,1950,26,2.0,100,500.0,800,True,,1950,ok,2,recuperado major de '2.0' (provável Nº perigo na coluna),2 — Gases,aerossois
110,Adesivos contendo um liquido inflamavel,16000.0,1133,30,3.0,50,300.0,800,True,,1133,ok,3,recuperado major de '3.0' (provável Nº perigo na coluna),3 — Líquidos inflamáveis,adesivos contendo um liquido inflamavel
111,Aerossois,14200.0,1950,26,2.0,100,500.0,800,True,,1950,ok,2,recuperado major de '2.0' (provável Nº perigo na coluna),2 — Gases,aerossois
112,Tintas ou materias aparentadas as tintas,442.0,1263,30,3.0,50,300.0,800,True,,1263,ok,3,recuperado major de '3.0' (provável Nº perigo na coluna),3 — Líquidos inflamáveis,tintas ou materias aparentadas as tintas
113,Tintas ou materias aparentadas as tintas,4915.0,1263,30,3.0,50,300.0,800,True,,1263,ok,3,recuperado major de '3.0' (provável Nº perigo na coluna),3 — Líquidos inflamáveis,tintas ou materias aparentadas as tintas
113,Essencia de terebentina,48.0,1299,30,3.0,50,300.0,800,True,,1299,ok,3,recuperado major de '3.0' (provável Nº perigo na coluna),3 — Líquidos inflamáveis,essencia de terebentina
114,Tintas ou materias aparentadas as tintas,29483.0,1263,30,3.0,50,300.0,800,True,,1263,ok,3,recuperado major de '3.0' (provável Nº perigo na coluna),3 — Líquidos inflamáveis,tintas ou materias aparentadas as tintas
115,Aerossois,28000.0,1950,26,2.0,100,500.0,800,True,,1950,ok,2,recuperado major de '2.0' (provável Nº perigo na coluna),2 — Gases,aerossois
116,Tintas ou materias aparentadas as tintas,40893.0,1263,30,3.0,50,300.0,800,True,,1263,ok,3,recuperado major de '3.0' (provável Nº perigo na coluna),3 — Líquidos inflamáveis,tintas ou materias aparentadas as tintas
117,Tintas ou materias aparentadas as tintas,21468.0,1263,30,3.0,50,300.0,800,True,,1263,ok,3,recuperado major de '3.0' (provável Nº perigo na coluna),3 — Líquidos inflamáveis,tintas ou materias aparentadas as tintas
118,Amianto branco,108324.0,2590,90,9.0,50,,800,True,,2590,ok,9,recuperado major de '9.0' (provável Nº perigo na coluna),9 — Matérias e objetos perigosos diversos,amianto branco
119,Aerossois,28000.0,1950,26,2.0,100,500.0,800,True,,1950,ok,2,recuperado major de '2.0' (provável Nº perigo na coluna),2 — Gases,aerossois
120,Resina em solucao,48402.0,1866,30,3.0,50,300.0,800,True,,1866,ok,3,recuperado major de '3.0' (provável Nº perigo na coluna),3 — Líquidos inflamáveis,resina em solucao
121,Aerossois,18163.0,1950,26,2.0,100,500.0,800,True,,1950,ok,2,recuperado major de '2.0' (provável Nº perigo na coluna),2 — Gases,aerossois
122,Aerossois,33130.0,1950,26,2.0,100,500.0,800,True,,1950,ok,2,recuperado major de '2.0' (provável Nº perigo na coluna),2 — Gases,aerossois
123,Aerossois,30593.0,1950,26,2.0,100,500.0,800,True,,1950,ok,2,recuperado major de '2.0' (provável Nº perigo na coluna),2 — Gases,aerossois
124,Amianto branco,18084.0,2590,90,9.0,50,,800,True,,2590,ok,9,recuperado major de '9.0' (provável Nº perigo na coluna),9 — Matérias e objetos perigosos diversos,amianto branco
125,Resina em solucao,4601.0,1866,30,3.0,50,300.0,800,True,,1866,ok,3,recuperado major de '3.0' (provável Nº perigo na coluna),3 — Líquidos inflamáveis,resina em solucao
126,Amianto branco,108324.0,2590,90,9.0,50,,800,True,,2590,ok,9,recuperado major de '9.0' (provável Nº perigo na coluna),9 — Matérias e objetos perigosos diversos,amianto branco
127,Tintas ou materias aparentadas as tintas,,1263,30,3.0,50,300.0,800,True,,1263,ok,3,recuperado major de '3.0' (provável Nº perigo na coluna),3 — Líquidos inflamáveis,tintas ou materias aparentadas as tintas
127,Liquido inflamavel n.s.a.,,1993,30,3.0,50,300.0,800,True,,1993,ok,3,recuperado major de '3.0' (provável Nº perigo na coluna),3 — Líquidos inflamáveis,liquido inflamavel n.s.a.
128,Resina em solucao,69014.0,1866,30,3.0,50,300.0,800,True,,1866,ok,3,recuperado major de '3.0' (provável Nº perigo na coluna),3 — Líquidos inflamáveis,resina em solucao
129,Amianto branco,16000.0,2590,90,9.0,50,,800,True,,2590,ok,9,recuperado major de '9.0' (provável Nº perigo na coluna),9 — Matérias e objetos perigosos diversos,amianto branco
130,Adesivos contendo um liquido inflamavel,16000.0,1133,30,3.0,50,300.0,800,True,,1133,ok,3,recuperado major de '3.0' (provável Nº perigo na coluna),3 — Líquidos inflamáveis,adesivos contendo um liquido inflamavel
131,Hidroxido de sodio solido,48520.0,1823,80,8.0,50,,800,True,,1823,ok,8,recuperado major de '8.0' (provável Nº perigo na coluna),8 — Matérias corrosivas,hidroxido de sodio solido
132,Cloro,24000.0,1017,268,2.0,100,,800,False,,1017,ok,2,recuperado major de '2.0' (provável Nº perigo na coluna),2 — Gases,cloro
133,Resina em solucao,3800.0,1866,30,3.0,50,300.0,800,True,,1866,ok,3,recuperado major de '3.0' (provável Nº perigo na coluna),3 — Líquidos inflamáveis,resina em solucao
134,Adesivos contendo um liquido inflamavel,16000.0,1133,30,3.0,50,300.0,800,True,,1133,ok,3,recuperado major de '3.0' (provável Nº perigo na coluna),3 — Líquidos inflamáveis,adesivos contendo um liquido inflamavel
135,Aerossois,17219.0,1950,26,2.0,100,500.0,800,True,,1950,ok,2,recuperado major de '2.0' (provável Nº perigo na coluna),2 — Gases,aerossois
136,Amianto branco,54162.0,2590,90,9.0,50,,800,True,,2590,ok,9,recuperado major de '9.0' (provável Nº perigo na coluna),9 — Matérias e objetos perigosos diversos,amianto branco
137,Diclorometano,8190.0,1593,60,6.1,50,100.0,800,True,,1593,ok,6.1,ok,6.1 — Matérias tóxicas,diclorometano
137,Adesivos contendo um liquido inflamavel,36.0,1133,33,3.0,50,300.0,800,True,,1133,ok,3,recuperado major de '3.0' (provável Nº perigo na coluna),3 — Líquidos inflamáveis,adesivos contendo um liquido inflamavel
138,Cloro,36000.0,1017,26,2.0,100,,800,False,,1017,ok,2,recuperado major de '2.0' (provável Nº perigo na coluna),2 — Gases,cloro
139,Amianto branco,20254.0,2590,90,9.0,50,,800,True,,2590,ok,9,recuperado major de '9.0' (provável Nº perigo na coluna),9 — Matérias e objetos perigosos diversos,amianto branco
139,Aerossois,11000.0,1950,26,2.0,100,500.0,800,True,,1950,ok,2,recuperado major de '2.0' (provável Nº perigo na coluna),2 — Gases,aerossois
140,Aerossois,17800.0,1950,26,2.0,100,500.0,800,True,,1950,ok,2,recuperado major de '2.0' (provável Nº perigo na coluna),2 — Gases,aerossois
141,Amianto branco,20100.0,2590,90,9.0,50,,800,True,,2590,ok,9,recuperado major de '9.0' (provável Nº perigo na coluna),9 — Matérias e objetos perigosos diversos,amianto branco
142,Tintas ou materias aparentadas as tintas,3200.0,1263,33,3.0,50,300.0,800,True,,1263,ok,3,recuperado major de '3.0' (provável Nº perigo na coluna),3 — Líquidos inflamáveis,tintas ou materias aparentadas as tintas
214,Aerossois,16722.0,1950,26,2.0,100,500.0,800,True,,1950,ok,2,recuperado major de '2.0' (provável Nº perigo na coluna),2 — Gases,aerossois
215,Aerossois,16666.0,1950,26,2.0,100,500.0,800,True,,1950,ok,2,recuperado major de '2.0' (provável Nº perigo na coluna),2 — Gases,aerossois
216,Aerossois,19723.0,1950,26,2.0,100,500.0,800,True,,1950,ok,2,recuperado major de '2.0' (provável Nº perigo na coluna),2 — Gases,aerossois
217,Amianto branco,61500.0,2590,90,9.0,50,,800,True,,2590,ok,9,recuperado major de '9.0' (provável Nº perigo na coluna),9 — Matérias e objetos perigosos diversos,amianto branco
218,Aerossois,16656.0,1950,26,2.0,100,500.0,800,True,,1950,ok,2,recuperado major de '2.0' (provável Nº perigo na coluna),2 — Gases,aerossois
219,Materia perigosa do ponto de vista do ambiente solida n.s.a.,40000.0,3077,90,9.0,50,,800,True,,3077,ok,9,recuperado major de '9.0' (provável Nº perigo na coluna),9 — Matérias e objetos perigosos diversos,materia perigosa do ponto de vista do ambiente solida n.s.a.
220,Aerossois,16676.0,1950,26,2.0,100,500.0,800,True,,1950,ok,2,recuperado major de '2.0' (provável Nº perigo na coluna),2 — Gases,aerossois
221,Aerossois,16723.0,1950,26,2.0,100,500.0,800,True,,1950,ok,2,recuperado major de '2.0' (provável Nº perigo na coluna),2 — Gases,aerossois
222,Sucedaneo de essencia de terebentina,4000.0,1300,30,3.0,50,300.0,800,True,,1300,ok,3,recuperado major de '3.0' (provável Nº perigo na coluna),3 — Líquidos inflamáveis,sucedaneo de essencia de terebentina
222,Amoniaco em solucao aquosa,100.0,2672,80,8.0,50,,800,True,,2672,ok,8,recuperado major de '8.0' (provável Nº perigo na coluna),8 — Matérias corrosivas,amoniaco em solucao aquosa
222,Materia perigosa do ponto de vista do ambiente liquida n.s.a,600.0,3082,90,9.0,50,,800,True,,3082,ok,9,recuperado major de '9.0' (provável Nº perigo na coluna),9 — Matérias e objetos perigosos diversos,materia perigosa do ponto de vista do ambiente liquida n.s.a
222,Liquido organico corrosivo acido n.s.a.,100.0,3265,80,8.0,50,,800,True,,3265,ok,8,recuperado major de '8.0' (provável Nº perigo na coluna),8 — Matérias corrosivas,liquido organico corrosivo acido n.s.a.
223,Materia perigosa do ponto de vista do ambiente solida n.s.a.,,3077,90,9.0,50,,800,True,,3077,ok,9,recuperado major de '9.0' (provável Nº perigo na coluna),9 — Matérias e objetos perigosos diversos,materia perigosa do ponto de vista do ambiente solida n.s.a.
224,Aerossois,16552.0,1950,26,2.0,100,500.0,800,True,,1950,ok,2,recuperado major de '2.0' (provável Nº perigo na coluna),2 — Gases,aerossois
225,Tintas ou materias aparentadas as tintas,600.0,1263,30 ou 33,3.0,50,300.0,800,True,,1263,ok,3,recuperado major de '3.0' (provável Nº perigo na coluna),3 — Líquidos inflamáveis,tintas ou materias aparentadas as tintas
225,Tolueno,400.0,1294,33,3.0,50,300.0,800,True,,1294,ok,3,recuperado major de '3.0' (provável Nº perigo na coluna),3 — Líquidos inflamáveis,tolueno
225,Sucedaneo de essencia de terebentina,600.0,1300,30,3.0,50,300.0,800,True,,1300,ok,3,recuperado major de '3.0' (provável Nº perigo na coluna),3 — Líquidos inflamáveis,sucedaneo de essencia de terebentina
225,Xilenos,400.0,1307,30,3.0,50,300.0,800,True,,1307,ok,3,recuperado major de '3.0' (provável Nº perigo na coluna),3 — Líquidos inflamáveis,xilenos
225,Resina em solucao,600.0,1866,30 ou 33,3.0,50,300.0,800,True,,1866,ok,3,recuperado major de '3.0' (provável Nº perigo na coluna),3 — Líquidos inflamáveis,resina em solucao
225,Liquido inflamavel n.s.a.,46.0,1993,30 ou 33,3.0,50,300.0,800,True,,1993,ok,3,recuperado major de '3.0' (provável Nº perigo na coluna),3 — Líquidos inflamáveis,liquido inflamavel n.s.a.
225,Materia perigosa do ponto de vista do ambiente liquida n.s.a,305.0,3082,90,9.0,50,,800,True,,3082,ok,9,recuperado major de '9.0' (provável Nº perigo na coluna),9 — Matérias e objetos perigosos diversos,materia perigosa do ponto de vista do ambiente liquida n.s.a
225,Liquido organico corrosivo acido n.s.a.,50.0,3265,80,8.0,50,,800,True,,3265,ok,8,recuperado major de '8.0' (provável Nº perigo na coluna),8 — Matérias corrosivas,liquido organico corrosivo acido n.s.a.
